6.806593246342976161e-09,0.000000000000000000e+00
6.806592795668048750e-09,2.565145492553710938e-03
6.806592795668048750e-09,1.494526863098144531e-02
6.806592649459125810e-09,2.459359169006347656e-02
6.806592649459125810e-09,7.311439514160156250e-02
6.806592379634643028e-09,7.721614837646484375e-02
6.806592240746452970e-09,9.782505035400390625e-02
6.806592240746452970e-09,1.013727188110351562e-01
1.319269039241216179e-06,1.487431526184082031e-01
3.634968460716044502e-05,1.530249118804931641e-01
3.634968460716044502e-05,1.610541343688964844e-01
4.743665030468238871e-05,1.772201061248779297e-01
4.743665030468238871e-05,2.315716743469238281e-01
9.826988355682597404e-05,2.359471321105957031e-01
9.826988355682597404e-05,2.443375587463378906e-01
9.370500857866764094e-05,2.544002532958984375e-01
9.370500857866764094e-05,3.081629276275634766e-01
4.610227975744245871e-05,3.108963966369628906e-01
3.325095221490719969e-05,3.231518268585205078e-01
3.325095221490719969e-05,3.317389488220214844e-01
3.217914975872989699e-05,3.787403106689453125e-01
6.089859278757033120e-05,3.814749717712402344e-01
6.089859278757033120e-05,3.940296173095703125e-01
7.049603120748479509e-05,4.024529457092285156e-01
7.049603120748479509e-05,4.599649906158447266e-01
1.457584004724543072e-04,4.666025638580322266e-01
1.457584004724543072e-04,4.746503829956054688e-01
1.577916665415940889e-04,4.845910072326660156e-01
1.577916665415940889e-04,5.315144062042236328e-01
2.080604104970178441e-04,5.375337600708007812e-01
2.080604104970178441e-04,5.425293445587158203e-01
2.300162746385620970e-04,5.551493167877197266e-01
2.300162746385620970e-04,5.960218906402587891e-01
2.780208969796551816e-04,5.995860099792480469e-01
2.780208969796551816e-04,6.056005954742431641e-01
2.780208969796551816e-04,6.134955883026123047e-01
2.978983914851219346e-04,6.563105583190917969e-01
3.437654612448399019e-04,6.630022525787353516e-01
3.437654612448399019e-04,6.715331077575683594e-01
3.758195665333171676e-04,6.782119274139404297e-01
3.758195665333171676e-04,7.310836315155029297e-01
4.250798290285439209e-04,7.343742847442626953e-01
4.472335046131036408e-04,7.447140216827392578e-01
4.472335046131036408e-04,7.524218559265136719e-01
4.625296111326399799e-04,8.070940971374511719e-01
5.148668671635559142e-04,8.102686405181884766e-01
5.148668671635559142e-04,8.128151893615722656e-01
5.364221756706245804e-04,8.259322643280029297e-01
5.364221756706245804e-04,8.789360523223876953e-01
5.859027644219023121e-04,8.838095664978027344e-01
6.117219286382510066e-04,8.928794860839843750e-01
6.117219286382510066e-04,9.016263484954833984e-01
6.260243761529965360e-04,9.493298530578613281e-01
6.774775091972558717e-04,9.525547027587890625e-01
6.774775091972558717e-04,9.649636745452880859e-01
6.943102630140584068e-04,9.740529060363769531e-01
6.943102630140584068e-04,1.016146183013916016e+00
7.428135158113672969e-04,1.018280267715454102e+00
